구매id,리뷰날짜,구매옵션,리뷰내용,리뷰점수,수량,리뷰내용_length
swim***,2019-08-19 06:25:40+00:00,휠체어 종류: 고급형알루미늄 휠체어,사용할일이 없어서 쓰진 못했지만 상태가 깨끗함. 잘 작동됨,4,1,32
yeon***,2019-08-09 06:07:08+00:00,휠체어 종류: 고급형알루미늄 휠체어,"최악이에요 절대하지마세요~
받는거 반품 연장 절차 모든게 너무 불편하네요
박스 포장반품도 너무 불편하고 그냥 근처 의료기기 직접 가져오고 가져가는곳 이용하세요",1,1,88
pigg******,2019-07-28 01:53:43+00:00,휠체어 종류: 고급형알루미늄 휠체어,"뮤지컬에 소품으로 사용하려고 빌렸습니다.
두번째 렌트하는데 저렴해서 좋습니다.
기간 중 잘 사용하고 반납 했습니다.",3,1,64
inx1****,2019-08-17 08:47:48+00:00,휠체어 종류: 고급형알루미늄 휠체어,"아주 좋아요.
휠체어 상태도 좋구요.
넘 좋네요
깨끗히 사용할께요",5,1,36
ni****,2019-07-15 14:22:48+00:00,휠체어 종류: 고급형알루미늄 휠체어,양발을 동시에 수술해서 걷기가 힘들었는데 회사에서 매우 유용하게 쓰고 있어요. 상태도 새것처럼 좋고 보호자용 손잡이에 브레이크도 있어서 너무 좋아요,4,1,82
ari7*****,2019-07-10 06:51:40+00:00,휠체어 종류: 고급형알루미늄 거상형휠체어,"무릎연골수술받고 필요해서 대여했습니다
목발은 생각보다 겨드랑이도 아프고 많이 어렵네요
화장실 가는것도 혹시 넘어질까 조심스럽고 무서웠는데 휠체어 대여하니 든든합니다
잘사용하겠습니다",5,1,100
anbh****,2019-08-08 15:43:08+00:00,휠체어 종류: 고급형알루미늄 휠체어,"박스는 많이 오염되어있지만, 
제품은 아주 깨끗하게 
잘 관리되어있습니다.^^",4,1,43
df****,2019-08-07 16:48:23+00:00,휠체어 종류: 고급형알루미늄 거상형휠체어,좋습니다 깨끗하고 가져다주시고 가져가시고 근데 조금 무겁네요~,4,1,34
pret*******,2019-07-24 01:42:18+00:00,휠체어 종류: 고급형알루미늄 거상형휠체어,우선 처음부터 물건이 너무 깨끗햇고 반납 전화에도 친절하셔소 반납까지 기분좋게합니다^^ 잘쓰고 반납합니다~~,5,1,60
nice****,2019-08-03 10:03:20+00:00,휠체어 종류: 고급형알루미늄 거상형휠체어,엄마가 다치셔서 대여하고 한달 더 연장했어요. 편하시대요^^,5,1,33
iral****,2019-07-30 16:34:41+00:00,휠체어 종류: 고급형알루미늄 휠체어,깨끗하고 푹신푹신합니다. 따로 조립이 필요없어서 좋아요.,5,1,31
cher***,2019-07-30 13:53:44+00:00,휠체어 종류: 고급형알루미늄 휠체어,넘나 깨끗하고 좋네요 아주 잘 사용하고 있습니다 감사합니다,5,1,32
hana***,2019-06-12 20:13:56+00:00,휠체어 종류: 고급형알루미늄 휠체어,"보통 병원 휠체어는 10분만 앉아도 엉덩이가 매우 아픈데 이거는 쿠션덕분에 엄청 푹신해요. 게다가 그 휠체어 돌리는 손잡이? 부분이 오돌토돌해서 돌리기 쉽구요! 단점이라고 한다면, 뒤에서 밀어주는 손잡이에 장착되어있는 브레이크 인데, 끼이이익 소리가 심해요. 하지만 윤활유 좀 칠해준다면 소리는 덜하겠어요. 제동은 확실합니다!",5,1,182
navy********,2019-07-21 09:16:24+00:00,휠체어 종류: 고급형알루미늄 휠체어,"거의 새제품이네요
아주 깨끗하고 좋아요
하루나 이틀 정도 필요해서 주문했는데
하루도 이용 못했네요 
비가와서..",5,1,62
jeda******,2019-07-25 02:36:57+00:00,휠체어 종류: 고급형알루미늄 휠체어,"거의 새것같은 제품을 보내주셔서 감사해요
안정감있고 좋아요",5,1,32
dudd*****,2019-07-16 04:50:34+00:00,휠체어 종류: 고급형알루미늄 휠체어,"깨끗한 휠체어를 받아서 잘 사용했습니다.집안에서 얼마나 쓰겠어..생각했는데, 목발 짚고다니는거 보다 훨씬 좋네요.",5,1,63
balt****,2019-07-04 02:55:24+00:00,휠체어 종류: 고급형알루미늄 거상형휠체어,"주민센터에서 빌려쓰다가 너무 과정이 복잡하고 가지러가고오고도 힘들어서 대여했습니다
택배로 와서 바로받아 뜯음되서좋고,
새거처럼 깨끗해서 좋고,
다리바침있어서 발목 붓기빼는데도 좋습니다
굴러가는것도 무료임대랑 다르긴하네요
브레이크도 꽉 잠기고",5,1,134
jina****,2019-07-03 06:31:48+00:00,휠체어 종류: 고급형알루미늄 거상형휠체어,"새것같은걸로 빠르게 보내주셔서 감사해요~ 
후방십자파열로 수술했는데 잘 쓰고 보내드릴께요!!!",5,1,52
je****,2019-07-31 04:14:28+00:00,휠체어 종류: 고급형알루미늄 거상형휠체어,엄마가 다리 수술 하셔서 빌렸는데. 두달동안 잘 썼읍니다~.,5,1,33
nall*****,2019-07-17 16:05:12+00:00,휠체어 종류: 고급형알루미늄 휠체어,상품 빨리 도착했어요~ 엄마가 병원꺼보다 깨끗하고 좋다네요! 감사합니다,5,1,39
ding*****,2019-07-19 09:44:21+00:00,,수술후 거동이 불편한 상태에서 아주 유용하게 사용했습니다.  감사합니다,5,1,39
ty****,2019-07-04 00:17:42+00:00,휠체어 종류: 고급형알루미늄 휠체어,흴체어는 생각보다 깨끗한게와서  좋았습니다.잘 쓸께요~ 아쉬운점은 포장박스를 여러번 리필했는지 넘 지저분하고 일부 찢어지고 찌그러져와서 받았을때 기분이 안좋았습니다.,4,1,92
like******,2019-07-04 03:49:21+00:00,,"보관하는 박스가 매우 낡았고, 또 냄새가 났습니다.
그리고 기간 만료 전 반품요청을 했었는데 제대로 접수해주지 않아 시간이 낭비되었으며, 서비스가 좋지 않습니다.",3,1,90
aery*****,2019-07-14 02:19:12+00:00,휠체어 종류: 고급형알루미늄 휠체어,"안전하고 편안해요
휠체어도 새것이고
큰 도움 받고 있습니다",5,1,32
kang******,2019-06-21 05:06:31+00:00,휠체어 종류: 고급형알루미늄 휠체어,"무릎인대 수술하고 집에서 목발 쓰다가
너무 힘들어서 대여했는데 새 물건이 온 것 같고 너무 좋네요",5,1,54
2suj***,2019-06-20 06:28:11+00:00,휠체어 종류: 고급형알루미늄 휠체어,"넘 새상품으로 대여해 주셨어요..
깨끗하게 사용하고 반납할게요^^",5,1,36
osjz*****,2019-07-08 04:12:45+00:00,휠체어 종류: 고급형알루미늄 휠체어,일반형 한달 사용했는데 새것같이 깨끗하고 바퀴도 잘굴러가고 너무 편하게 잘 이용 했습니다 ~!,5,1,52
11****,2019-07-09 14:20:23+00:00,휠체어 종류: 고급형알루미늄 휠체어,저가 키가 작은데 낮아서 좋았고  잘 굴러가며   뒤 손잡이에 브레이프가 있어서 좋았습니다.,5,1,51
mmyu***,2019-05-30 07:47:24+00:00,휠체어 종류: 고급형알루미늄 휠체어,깨끗하고 좋아요 다만 포장박스가 여러번 썼던거라 약간 해진게있어요 생각보다 커서놀랐지만 아이 기브스풀때까지 실내에서 쓰려고요,4,1,69
je****,2019-06-20 00:29:41+00:00,휠체어 종류: 고급형알루미늄 거상형휠체어,"엄마 다리 수술하셔서 대여했는데..
너무 좋아하셔요.
받고 바로 산책나갔는데 행복하다 하시네요^^
깨끗한 상품으로 보내주셔서 감사합니다~",5,1,76
cran****,2019-07-03 02:17:28+00:00,휠체어 종류: 고급형알루미늄 휠체어,덕분에 말기암환자이셨던 아버님이랑 돌아다닐 수 있어서 너무 좋았습니다.,5,1,39
love*******,2019-06-12 03:20:02+00:00,휠체어 종류: 고급형알루미늄 휠체어,"몸이 불편한 사람은 외적인 보살핌도 중요하지만
내적인 위로와 도움이 더 큰 힘이 될거같습니다.
깨끝한 기구가 하루만에 도착했고
제 주문 실수로 발판이 고정된 휠체어에서
유동성 있는 기구로 교환차 연락드렸더니
친절하게 상담에 임해주셨어요.
잘 이용하고 있습니다.",5,1,145
naln****,2019-06-27 09:50:43+00:00,휠체어 종류: 고급형알루미늄 휠체어,휠체어가 새것같이 깨끗하고 크고 튼튼하고 잘굴러가서 좋네요~ 다리를 다쳐서 빌리게되었는데 너무 편해요 ~!,5,1,59
sare****,2019-06-28 14:34:09+00:00,휠체어 종류: 고급형알루미늄 휠체어,"불편하신 엄마에게 큰도우미 되었어요.
업체도 친절하구쇼",5,1,30
ys48***,2019-05-19 05:44:53+00:00,휠체어 종류: 고급형알루미늄 휠체어,"지역 보건소에서 단기대여만 가능해서 장기로 렌탈했는데 완전 새제품이듯요
깨끗하고 바퀴 부드럽고 완전 만족합니다",5,1,61
thel***,2019-06-29 21:30:26+00:00,휠체어 종류: 고급형알루미늄 휠체어,박스는 여기저기 많이 굴려다닌것 같지만 휠체어는 편하고 좋아요,5,1,34
kyra***,2019-06-20 05:22:13+00:00,휠체어 종류: 고급형알루미늄 휠체어,다 좋은데 비오는날 받아서 박스는 쭈글쭈글 박스열자 바퀴벌레가 똭 ㅜㅜ 제품은 만족합니다,5,1,49
jiho******,2019-05-23 03:56:53+00:00,휠체어 종류: 고급형알루미늄 휠체어,발목인대 수술을해서 회사에서 목발짚기 불편해서 한달 대여했습니다 깨끗한 새제품이 와서 좋아요 한달 편하게 지낼듯합니다,5,1,65
am****,2019-06-19 11:01:17+00:00,휠체어 종류: 고급형알루미늄 휠체어,첨에 소리가 좀 나고 잘 안나갔는데 쓰다보니 괜찮아 졌어요 거동 불편하신 엄마 바람 쐬어드리는데 좋네요,4,1,57
prec******,2019-06-15 12:51:02+00:00,휠체어 종류: 고급형알루미늄 휠체어,"깔끔하고 튼튼하네요 
안장부분에 살짝 뭐가 묻어있긴했는데
그래도 나머지 면에서 너무 만족합니다",5,1,52
oran*******,2019-06-08 23:45:34+00:00,휠체어 종류: 고급형알루미늄 휠체어,급해서 전화드렸더니 바로 다음날 받을수 있게 해주셔서 너무 감사했습니다^^ 휠체어 상태도 너무 좋구 완전 새거더라구요~!!,5,1,68
kiki******,2019-06-02 15:26:23+00:00,휠체어 종류: 고급형알루미늄 거상형휠체어,아이발수술 후 거동이 힘들어 이용했습니다.바퀴가 부드러워 퇴원 후 소독 받으러 갈때도 편했구요 ~ 상태도 깨끗했습니다. 잘 쓰고 돌려 드릴려고 포장하다 생각이 나서 후기 남깁니다.,5,1,100
thal*****,2019-06-08 05:25:05+00:00,휠체어 종류: 고급형알루미늄 휠체어,"깨끗하네용ㅎㅎ 
급하다고 하니까 사장님께서 근처에 오실일 있다고 직접 배달해주셨어용 ㅎ 감사합니당!!",4,1,56
xh****,2019-06-04 06:53:12+00:00,휠체어 종류: 고급형알루미늄 휠체어,상태 깨끗하네요  주민센터 보건소 건강공단 다 빌리기 너무 힘들어서 유료대여했어요  골절입어서 한달만 쓰면 되서 좋네요,5,1,66
mong******,2019-05-15 01:24:46+00:00,휠체어 종류: 고급형알루미늄 휠체어,깁스 후 회사에서 점심 먹으러갈때 타려고 주문했는데요. 상태도 깨끗하고 넘 좋아요!,5,1,46
swee*******,2019-06-02 15:30:53+00:00,,휠체어가 대여임에도 정말 새거마냥 좋네요. 감사합니다.,5,1,30
osjz*****,2019-06-07 03:41:31+00:00,휠체어 종류: 고급형알루미늄 휠체어,휠체어 깨끗하고 바퀴도 잘 굴러가고 상태 좋습니다 ㅎㅎ 잘쓰고 반납할게요~~,5,1,42
pjy9****,2019-05-27 11:02:12+00:00,휠체어 종류: 고급형알루미늄 휠체어,아프신 아버지 쓰시라고 보내드렸습니다. 아직 개봉전인데 평이 좋아서 구매했어요,5,1,43
shsf****,2019-05-21 22:49:04+00:00,휠체어 종류: 고급형알루미늄 휠체어,어머니가 다리수술하고 퇴원하고 사용할려고 샀는데 제품 상태도 좋고 너무 편하다고 하시네요 ㅎㅎㅎ감사합니다,5,1,58
chin*******,2019-05-27 03:16:02+00:00,휠체어 종류: 고급형알루미늄 휠체어,"아직은 집안에서만 타는데, 혼자 밀고 다니기도 괜찮고 사용하기 괜찮습니다.",5,1,41
gotr****,2019-04-15 06:48:58+00:00,휠체어 종류: 고급형알루미늄 거상형휠체어,"딸아이가 갑자기 다쳐서 고민 하다가 대여를 해보기로 했는데, 새제품을 신속히 보내주셔서 감사히 잘 쓰고 있습니다. 잘 사용하고 반납할께요. 감사합니다.",5,1,84
kmxr****,2019-04-30 00:24:43+00:00,휠체어 종류: 고급형알루미늄 휠체어,"잘받았어요 
다리를 다치는바람에 ㅠㅠ 갑자기 대여했는데 
하루만에와서 좋더라고요 
상태도 아주좋아요 바퀴도 부드럽게 잘굴러가고요
한달대여료도  비싸지않고 택배비도 무료고요 ㅎㅎ 
한달 잘 사용하고 보낼게요^^",5,1,116
matt***,2019-05-16 16:56:44+00:00,휠체어 종류: 고급형알루미늄 휠체어,렌트라서 안좋은 제품 올줄 알았는데 완젼 새제품 보내주셨네요 ㅎㅎ 감사합니다.,5,1,43
hhra***,2019-04-14 08:00:21+00:00,휠체어 종류: 고급형알루미늄 휠체어,도데체 방석에서 지린내가 나서 쓸수가없네요 세탁도 안하고 대여를 해주는것지 화가나네요 반품이나 교환을 할까 하다 방석은 안쓰고 나머지는 소독제 뿌려서 몇일동안 해바라기만 시키고 있네요 정말 화가 납니다,1,1,112
kjh7*****,2019-04-28 23:13:00+00:00,휠체어 종류: 고급형알루미늄 휠체어,대여라서 낡은 휠체어가 오는줄 알았는데 새제품이 왔네요 덕분에 기분 좋아졌습니다,5,1,44
kimm*****,2026-04-20 00:39:18.490000+00:00,,"이렇게 만족스러운 적은 처음인 거 같아요!!
제가 휠체어를 써 본 적도 없어서 어떻게 보고 비교해보고 사야하나 고민이 많았는데
일단 구매랑 리뷰가 많았고 경량이지만 바퀴가 너무 작으면 불편하다길래 이걸로 구입했는데
도착하는 날 할머니 댁으로 가서 제가 확인해보니..세상에나 바퀴가 너무 잘 돌아가는거에요!!!
할머니한테 사주는 거 였는데
할머니가 세거라고 집 안에 뒀더라구요 
집 안에서 제자리에서 돌아봤는데 ....
너무 너무 잘 돌아가요!
제가 병원 휠체어는 어머님때문에 최근에 병원에서 밀어봤는데 병원 휠체어는 굉장히 딱딱한 느낌
그 말은 앞으로 직진은 잘 가는데 옆으로 방향 전환 할 때는 되게 힘을 많이 줘야 돌아갔거든요??
이거는 진짜 대박인 거 같아요!

저도 리뷰에 휠체어 사진만 있어서 
이게 좋은 건지 잘 굴러가는지 확인이 어려웠거든요..그래서 제가 할머니랑 밖에 나가서 찍어봤어요!!
너무 만족스러워서 다른분들도 구입하실 때 
도움 되시라고요~~^^",5,1,486
hi****,2026-04-30 00:03:37.171000+00:00,,"가볍고 좋습니다.

좌판 양끝에 손잡이 달려있어서 당겨올리면

바로 접히고 좌판양끝을 누르면 촥 펼쳐지고

지인이 소개해줘서 샀는데 확실히 부드럽게

운전이 되네요

장인어른 장모님 두개 구매했습니다

번창하세요",5,1,118
thsk****,2026-05-25 08:26:09.902000+00:00,,"다리가 불편하신 어머님 모시고 즐거운 여행 하였습니다.
크기도 적당해서 수목원 산책하기 좋았고 접었다 폈다 하기에도 편리하고 가볍고 튼튼합니다.
두고두고 잘 사용하겠습니다.",5,1,96
bsg6***,2026-05-13 22:01:38.546000+00:00,,기존에 모친께서 사용하시던 일반 휠체어 고장으로 샀는데 확실히 가볍습니다..ㅎㅎ  경량이 맞네요..,5,1,55
a3****,2026-05-18 05:52:21.117000+00:00,,"사용해보니 핸드링도 편하고 
어머니도 편안해하셨어요 
무겁지 않지만 안정감있고 휠체어 가지고 어디든 편하게 구경다닐수 있게 되서 좋습니다
번창하세요",5,1,82
